Afiliate number,Active,Name,FirstName,LastName,Email,WorkPhone,WhatsApp,Address,Web,Descripcion,City,Maps,Location,Discount,Logo,Facebook,Instagram,Category,Sub-Categoria,Service,Type,Sticker,Rating,Recommended,TyC
403,TRUE,Las Nubes ,Enrique ,Treviño,Mizael@hotelcasabarbar.mx,9842564042,9842761765,"Holbox Island, C. P.º Kuka, 77310 Holbox, Q.R.",https://lasnubesdeholbox.com/es?occupancy=2&currency=MXN,Stay in a hotel surrounded by a tropical paradise and enjoy the endless views of the sea of Holbox,Holbox ,https://maps.app.goo.gl/K3rsiJN7YVLR1KBS6,"21.53412420566326, -87.36403321030654",10%,https://drive.google.com/file/d/14655HvNjvoWiB-xpKXznhW8oBnb8yYu-/view?usp=drive_link,https://www.facebook.com/share/19cnUTMzrF/?mibextid=LQQJ4d,https://www.instagram.com/lasnubesholbox?igsh=NnNvNDhycG1ocDQ3,Beach club ,Beach club ,Beach club ,Services,Yes,1,TRUE,NO
404,TRUE,Playa del Bikini ,Viviana ,Arcos,vivianayaida@gmail.com ,9981492387,9981492387,"Colonia bellavista av. 150 esquina calle 19 Playa del Carmen, Quintana Roo",www.playadelbikini.com.mx,"Bikinis, dresses, beach clothes with elegance, versatility and comfort",Playa del Carmen ,https://maps.app.goo.gl/jzbJvFi9cUwmZxwE8?g_st=aw,"20.633596912082687, -87.10566784579636",10% in dresses,https://drive.google.com/file/d/1KRps_0sjsI1Xweqe9Pceck5cXDXxOEad/view?usp=drive_link,https://www.facebook.com/share/162G5vd2oC/?mibextid=wwXIfr,https://www.instagram.com/playadelbikini?igsh=a2tpaTZ3azBiOXl4,Store ,"Bikinis, dresses, beach clothes ",,Store ,Yes,1,FALSE,NO
405,TRUE,Proyecto Antal ,Antonio ,Lira ,proyectoantalmexico@gmail.com,9842304313,9842304313,,,"Art. Crafts with history, recycling material. ",Playa del Carmen ,Remote ,,10%,https://drive.google.com/file/d/1nC2BSvL64EN3NAmMI80vs8Mn-fMSh7-D/view?usp=drive_link,https://www.facebook.com/share/18yHwwPgAB/?mibextid=wwXIfr,https://www.instagram.com/proyectoantalmexico?igsh=YXU1eWY1ajRsM2N6,Store ,"Crafts, Art ",,Store ,Yes,1,FALSE,NO
406,TRUE,Café Feara ,Ferney ,Araque ,Cafefeara@gmail.com,9841780981,9841780981,"Satélite Norte esquina 2 Poniente, Tulum Centro, 77780 Tulum, Q.R.",Café ,"Visit Café Feara, a cozy place for good coffee, breakfast, juices, crepes, and waffles.",Tulum ,https://maps.app.goo.gl/M3xxyiS7MHs7ieBp8?g_st=com.google.maps.preview.copy,,10%,https://drive.google.com/file/d/1ARFKLZeqB4Ldp65hBM0_e_dnrRHIY6fs/view?usp=drive_link,https://www.facebook.com/share/1QJkXcxCPv/?mibextid=wwXIfr,https://www.instagram.com/cafe.feara?igsh=MWlsdDY1NWRjZ2VsOQ==,Restaurant ,Café ,,Restaurant ,Yes,1,FALSE,NO
407,TRUE,María Bonita ,Daniela ,Caloca ,mariabonitaptm@gmail.com,9983353603,9983353603,"Niños Heroes Supermanzana 2 Manzana 6 Lote 4, 77580 Puerto Morelos, Q.R.",,The pink spot in Puerto Morelos. Coffe bar and great food ,Puerto Morelos ,https://maps.app.goo.gl/VwKxKhTncETso2B5A?g_st=com.google.maps.preview.copy,"20.850576932790432, -86.87589268465788",10%,https://drive.google.com/file/d/1KLWZFBHFilzxeVwo3fCNRLxZUKc6gkre/view?usp=drive_link,https://www.facebook.com/share/196tCAn9Ny/?mibextid=wwXIfr,https://www.instagram.com/mariabonitapuertomorelos/?hl=en,Restaurant ,Restaurant,,Restaurant ,Yes ,1,FALSE,NO
408,TRUE,La Choza del Puerto,Brenda ,Zendejas ,Lachozadelpuerto@gmail.com,5529213497,9993617744,"Niños Heroes 34, 77580 Puerto Morelos, Q.R.",,Tex-Mex food. Home of the best margarita in all Puerto. ,Puerto Morelos ,https://maps.app.goo.gl/cvQYY4VTk2wjUvsVA?g_st=com.google.maps.preview.copy,"20.85075843259084, -86.87573668465791",Welcome cocktail ,,https://www.facebook.com/share/16Tp7TQQnq/?mibextid=wwXIfr,https://www.instagram.com/chozadichosa?igsh=ZGg2ZWx2ZzB6ZmE2,Restaurant ,Restaurant,,Restaurant ,Yes,1,FALSE,NO
409,TRUE,Beach Club Ojo de Agua ,Ana Karen,Quiñónez,Gerencia@hotelojodeagua.com,9982154801,,"Av Javier Rojo Gomez sm 2 lte 16 fraccionamiento Ojo de Agua, 77580 Puerto Morelos, Q.R.",,"A fantastic spot for family fun, located right in front of Puerto Morelos`most beautiful beach.",Puerto Morelos ,https://maps.app.goo.gl/vwERyk78hmTdyj5QA?g_st=com.google.maps.preview.copy,"20.850921653777558, -86.87355577116446",Welcome drink ,https://drive.google.com/file/d/18qasWuwZlznrFgkzUzI5NK0M8sxlFgqp/view?usp=drive_link,https://www.facebook.com/share/15aVkAMwMY/?mibextid=wwXIfr,https://www.instagram.com/beachclubojodeagua?igsh=ZWpvYnF4cWIzMWtx,Beach club ,Beach club ,Beach club ,Restaurant ,,1,FALSE,NO
410,TRUE,KI ,Ana Karen ,Quiñónez,,9982154801,,"Av Javier Rojo Gómez, Manzana 2, Lote 15, 2, 77580 Puerto Morelos, Q.R.",,At KI restaurant/bar you'll indulge in a first-class culinary experience.,Puerto Morelos ,https://maps.app.goo.gl/L5zjHAtqJydHzALH7?g_st=com.google.maps.preview.copy,"20.851001510947334, -86.87355365582238",15% discount ,,https://www.facebook.com/share/17hDKXR5g8/?mibextid=wwXIfr,https://www.instagram.com/ki.restaurante?igsh=ZXl2cWh3d2wyNDly,Restaurant ,Restaurant/bar,,Restaurant ,,1,FALSE,NO
411,TRUE,Ámbar boutique,Coral ,,Ambarboutique2024@gmail.com,9981099119,,"Av. Javier Rojo Gomez esq. Isla Mujeres, Puerto Morelos, Quintana Roo",,Beach clothes and accessories ,Puerto Morelos ,https://maps.app.goo.gl/Z45agDMKFJBmTShp6?g_st=com.google.maps.preview.copy,"20.84612681173005, -86.87797037728703",10% discount ,,https://www.facebook.com/share/168iuokqC8/?mibextid=wwXIfr,https://www.instagram.com/bou_ambar?igsh=MWZxYnVzaGJreWt4NA==,Store ,Beach clothes and accessories ,,Store ,Yes ,1,FALSE,NO
412,TRUE,El Mariachi Cantina ,Joes ,,Vico8201@hotmail.com,987 102 3932,9871023932,"Av. Rafael E. Melgar 23-599, Centro, 77668 Cozumel, Q.R.",,“Tacos and beers with authentic Mexican flair. Join us every Saturday for Mexican Night with live mariachi music!”,Cozumel ,https://maps.app.goo.gl/BwaSJjjq3BXRfVDe8?g_st=com.google.maps.preview.copy,"20.50844809697508, -86.95331665582239",20% discount ,,https://www.facebook.com/share/18w3QR94Kn/?mibextid=wwXIfr,https://www.instagram.com/elmariachi.cantina?igsh=N2EydDd3ZGZjeG8=,Restaurant/Bar,Bar ,,Restaurant ,,1,FALSE,NO
413,TRUE,Ámbar Restaurante ,Nahum ,Martínez ,Nahumisidro7@hotmail.com ,9871411851,9871411851,"C. 1 Sur Lote 5av, entre calla 1ra y Adolfo Rosado Salas, Centro, 77600 Cozumel, Q.R.",,"Mexican food, seafood, cocktails ",Cozumel ,https://maps.app.goo.gl/kdijDNjPeesLLpno7?g_st=com.google.maps.preview.copy,"20.509359917137424, -86.94993687116448",Un shot de Tequila ,,https://www.facebook.com/share/1HUKH21PiW/?mibextid=wwXIfr,https://www.instagram.com/restaurante_ambar_czm?igsh=eG5nNXZsbjg0OXhk,Restaurant/bar,Mexican food/seafood/ cocktails ,,Restaurant ,Yes ,1,FALSE,NO
414,TRUE,Frida's Restaurant ,Patricia ,Roxan ,Fridasres@outlook.es,9878691989,9875645963,"5av sur con 1a sur local 19, Centro, 77668 Cozumel, Q.R.",,Mexican Restaurant/ seafood ,Cozumel ,https://maps.app.goo.gl/BGhDQAQRKhF3yJC89?g_st=com.google.maps.preview.copy,"20.509863204550737, -86.94945508465788",2x1 margaritas ,https://drive.google.com/file/d/1CZjTA9cCAUi_vINpdVxx7qVLM83xhimO/view?usp=drive_link,https://www.facebook.com/share/1EURearHp1/?mibextid=wwXIfr,https://www.instagram.com/fridasrestaurantbar?igsh=MXdxMXRuOTM3eWlpOQ==,Restaurant/bar,Mexican food/ seafood ,,Restaurant ,Yes ,1,FALSE,NO
415,TRUE,Zazil bike rental ,Daniel ,Escobedo ,Zaziltulum@gmail.com,9842342393,5530599110,"Calle Júpiter Nte. entre av. Tulum y Calle Polar Pte, Tulum Centro, 77780 Tulum, Q.R.",,"Bike rental (electric bike, regular bikes, ATV and scooters) ",Tulum ,https://maps.app.goo.gl/QyLEdjyRyefRSNRB9?g_st=ic,"20.210527349017454, -87.46578398844832",10%,https://drive.google.com/file/d/1RYGyK9lb3YjSklJK-IUT2QSsUP-Z8d88/view?usp=drive_link,,https://www.instagram.com/zazil_scooter_bike_rental?igsh=Nno4cDRpMmt4NWJl,"Service, bike rental ","Bike rental (electric bike, regular bikes, ATV and scooters) ",Rental bike ,Services,Yes,1,TRUE,NO
416,TRUE,Barbel Electric Bike ,Daniel ,Escobedo ,Zaziltulum@gmail.com,9982008496,5530599110,"Calle Júpiter Nte. entre av. Tulum y Calle Polar Pte, Tulum Centro, 77780 Tulum, Q.R.",,"Electric bike, scooter and Quad",Tulum ,https://maps.app.goo.gl/hdMXeRAA8A81skGj7?g_st=ic,"20.21052646100716, -87.46578476304065",10%,https://drive.google.com/file/d/1V_TTyCs-neHz3ffxIG0lfru4wa4HmJTR/view?usp=drive_link,,https://www.instagram.com/barbelebike?igsh=MWk0cjNkZjlmdzZ0NA==,"Service, electric bike rental ","Electric bike, scooter and Quad","Rental electric bike, scooter",Services,Yes ,1,TRUE,NO
417,,Xaguar restaurant & pub ,Ernesto,Zaragoza ,Marketingcheloco@gmail.com,9842161837,9842161837,"Colosio, Luis Donaldo Colosio, 77720 Playa del Carmen, Q.R.",,"Best tacos, burgers and micheladas ",Playa del Carmen ,https://maps.app.goo.gl/TcqDkfYXhSpsZZm37?g_st=com.google.maps.preview.copy,"20.63885324065034, -87.06575144204606",15% discount ,,https://www.facebook.com/share/197dBETmG8/?mibextid=wwXIfr,https://www.instagram.com/xaguar.pdc?igsh=eGFqMGNwd3YyeDlk,Restaurant ,Restaurant/Bar,,Restaurant,,,,NO
418,,Camarón Clandestino ,Ricardo,,Camaronclandestino@gmail.com,9848040942,9841413412,"Av 10, C. 42 Nte Esquina, Zazil-ha, 77720 Playa del Carmen, Q.R.",,Seafood of Sinaloa ,Playa del Carmen ,https://maps.app.goo.gl/2VUNhuEW4ZqQ1FAR9?g_st=com.google.maps.preview.copy,"20.637634144751186, -87.0656810693158",10% discount ,,https://www.facebook.com/share/1FuBcxMgYU/?mibextid=wwXIfr,https://www.instagram.com/camaronclandestino?igsh=dHNlcGwxcDV6NGFn,Restaurant ,Seafood ,,Restaurant ,,,,NO
419,,Lonchería el Poc Chuc,Guadalupe,Lara ,Lupi7012@hotmail.com,,998 214 4469‬,"Av Juárez SM 01-MZA 3 LTE 6, Centro - Supmza. 001, 77400 Isla Mujeres, Q.R.",,Traditional Mexican food ,Isla Mujeres ,https://maps.app.goo.gl/dnoN5RZ7rp86Q2KD9?g_st=com.google.maps.preview.copy,"21.257427074416043, -86.74842034602631",Welcome drink ,https://drive.google.com/file/d/1LITkiApUl5wseReVx5J33Kg24JD9zwhk/view?usp=drive_link,https://www.facebook.com/share/1LeM7zjU8v/?mibextid=wwXIfr,,Restaurant ,Traditional Mexican food ,,Restaurant ,,,,NO
420,,Casa Mar Cozumel,Samuel ,Griger ,Casamarcozumel@gmail.com,972 53-884-4118,972 53-884-4118,"5a Avenida Sur 128-121, Centro, 77668 Cozumel, Q.R.",,"Unique fashion and organic skincare, discover exclusive pieces and self-care essentials",Cozumel ,https://maps.app.goo.gl/Dy6uGofzXu2cisso6?g_st=com.google.maps.preview.copy,"20.509605148753423, -86.94987441349343",25% OFF in cosmetics,https://drive.google.com/file/d/1BVOYXsaiNm4FxSyVtfblFo-VgHcKZmVN/view?usp=drive_link,,https://www.instagram.com/casamarcozumel?igsh=dHk1ZmJ1Z3VndDNs,Store ,Concept Store,,Store ,,,,NO
421,,Folks ,Samuel ,Griger,Shmuelgriger@gmail.com,972 53-884-4118,972 53-884-4118,"5a Avenida Sur 128-121, Centro, 77668 Cozumel, Q.R.",,,Cozumel ,https://maps.app.goo.gl/Dy6uGofzXu2cisso6?g_st=com.google.maps.preview.copy,"20.509474514659868, -86.94990659999999",20% OFF,https://drive.google.com/file/d/1wU28YJ43pakMWDQZIwtfn79Tek5otBhI/view?usp=drive_link,https://www.facebook.com/share/1ErWMrr4Fa/?mibextid=wwXIfr,https://www.instagram.com/casamarcozumel?igsh=dHk1ZmJ1Z3VndDNs,Store,ClothesConcept Store,,Store ,,,,NO
422,,Xpres Style,Sofi ,Rodríguez ,Sofi_boon@hotmail.com ,9843157220,9843157220,"C. 11 Sur Manzana 248 Lote 1-local 2, Ejidal, 77712 Playa del Carmen, Q.R.",,Hair salon,Playa del Carmen ,https://maps.app.goo.gl/XvJRAicjEi8QG2yN8?g_st=com.google.maps.preview.copy,"20.625388032168903, -87.08770847116449",20% discount in haircut paying with cash ,https://drive.google.com/file/d/1DXpvn0BXYh3ETUbv1adLsIW9pZIsc86A/view?usp=drive_link,https://www.facebook.com/share/18jE9CNgJZ/?mibextid=wwXIfr,https://www.instagram.com/xpres_style_salon?igsh=MTBhNDdrbWZkMzB2YQ==,Service ,Hair salon ,,Services ,,,,NO
423,,Parmigiano ,Horacio ,Vargas ,Restauranteparmigianoplayadelc@gmail.com,9841384415,9983895487,"5ta Avenida, entre Calles 2 y 4, Centro, 77710 Playa del Carmen, Q.R.",,We transport you directly to Italy with its authentic cuisine,Playa del Carmen ,https://maps.app.goo.gl/SifRWrBVY1kcZ1Ff9?g_st=com.google.maps.preview.copy,"20.624200839203024, -87.07427197301314",15% discount ,https://drive.google.com/file/d/1qZAS3feT7NXbM_ig5s1qwjijSALuY8v0/view?usp=drivesdk,,https://www.instagram.com/parmigianopdc?igsh=MWNpZGdubW8zbzNmNA==,Restaurant ,Italian restaurant ,,Restaurant ,Yes ,,,NO
424,,Permanent make up expert (Cosmetic ink) ,Julieta ,Ruiz ,julietaruizdesign@gmail.com,984 203 9198,984 203 9198,"Av. Constituyentes Manzana 62 Lote 05, entre 10 y 15, Centro, 77710 Playa del Carmen, Q.R.",https://linktr.ee/julietaruiz.cosmetic.ink?utm_source=linktree_profile_share&ltsid=0d222f9c-13c6-43c1-927a-ee128b55d325,Beauty lab ,Playa del Carmen ,https://maps.app.goo.gl/kMfUc1yxiU1gerJs9?g_st=com.google.maps.preview.copy,"20.631157787390812, -87.07127964232896",10% discount ,,https://www.facebook.com/share/1MdU288eBR/?mibextid=wwXIfr,https://www.instagram.com/julietaruiz.cosmetic.ink?igsh=MWJvZHk5aDdvbWI2ZQ==,Service ,Cosmetic ink ,,Service ,,,,NO
425,,Buzo's Restaurant-Bar,Rubén ,Mondragón ,Buzosplayadelcarmen@gmail.com,9841750294,7442298113,"Calle 26 Norte between 25 & 30 ave, S/N, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",,The best sea food in playa del Carmen ,Playa del Carmen ,https://maps.app.goo.gl/sn6d7RXbM8zPrJFU6?g_st=com.google.maps.preview.copy,"20.634682828484255, -87.07279501534211",Shot tequila y mango ,https://drive.google.com/file/d/1cqgQnxgUK8vjR6k9nG40dD5cbed8Kkau/view?usp=drivesdk,https://www.facebook.com/share/1C9mSAFjZY/?mibextid=wwXIfr,https://www.instagram.com/buzosplayadelcarmen?igsh=aHFvM3p3Z3c2ZnE=,Restaurant ,Seafood,,Restaurant ,Yes,,,NO
426,,The roof 28 ,Natasha,Ailén Rosa,Relacionespublicaatr28@thereefresorts.com,984 202 3483,984 202 3483,"1 Avenida Norte & Calle 28 Norte, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",,"A Rooftop pool Bar and restaurant with breathtaking views, only adults DJ party environment, VIP lounge, cocktails and a varied menu with fresh ingredients, mixology and vegan options.",Playa del Carmen ,https://maps.app.goo.gl/wkinqy5H6xmw7qxFA?g_st=com.google.maps.preview.copy,"20.632231697446276, -87.06756374232894","15% discount (Refundable access fee for food and beverages. Monday to Thursday $500 MXN, Friday to Sunday $700 MXN)",https://drive.google.com/file/d/1sMxg_iD3dLmJQ_T9L8rAySGlL1TZbDQ-/view?usp=drivesdk,https://www.facebook.com/share/16PFBig4wq/?mibextid=wwXIfr,https://www.instagram.com/theroof28?igsh=YXp3ZTg1Y2czdTRx,Restaurant ,Day club ,,Restaurant ,,,,NO
427,,Cachito ,Natasha,Ailén Rosa,Imagen@thetravelshop.mx,984 202 3483,984 202 3483,"1 Avenida Norte & Calle 28 Norte, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",,"An authentic contemporary & traditional Mexican kitchen fusion, created with local products, pairing options with our Mexican wine labels and mixology. Discover our experiences and take a Cachito from México.",Playa del Carmen ,https://maps.app.goo.gl/PSP2mEv9j45f22n6A?g_st=com.google.maps.preview.copy,"20.632231697446276, -87.06756374232894",15% discount ,https://drive.google.com/file/d/1CTWME2jTadKrzdYtKyIIvbya4-obFvEd/view?usp=drivesdk,https://www.facebook.com/share/16dSi5AvCQ/?mibextid=wwXIfr,https://www.instagram.com/cachitorestaurante?igsh=OGU2a3ptM2MycWJj,Restaurant ,Mexican food ,,Restaurant ,,,,NO
428,,Fragata Beach Club & Restaurant ,Natasha,Ailén Rosa,Socialmedia@thetravelshop.mx,984 202 3483,984 202 3483,"Costera Nte Mza 7 Número Exterior:, Lote 1, Zazil-ha, 77710 Playa del Carmen, Q.R.",,"Only adults. Welcome to the newest Beach Club Restaurant, already the favorite place of locals and visitors of Playa del Carmen, who love enjoying a unique experience with the most amazing sea view.",Playa del Carmen ,https://maps.app.goo.gl/xCZKbiCf68mPcSm4A?g_st=com.google.maps.preview.copy,"20.636214148275265, -87.06003841164474","15% discount. Access fee of $500 MXN per person, refundable upon purchase.",https://drive.google.com/file/d/1NulMFGHLowDxiA0BlDrmd8J4dj-ofTnn/view?usp=drivesdk,https://www.facebook.com/share/186VVFmhMn/?mibextid=wwXIfr,https://www.instagram.com/fragata.beachclub?igsh=MXBreDc3dHAzbmw3Yw==,Restaurant ,Beach club (only adults) ,,Restaurant ,,,,NO
429,,OME ,Natasha,Ailén Rosa,Socialmedia1@thetravelshop.mx,984 202 3483,984 202 3483,"Paseo Xaman-Há, Retorno Sayil S/N, Playacar, 77720 Playa del Carmen, Q.R.",,"Holistic center, offering yoga classes, sauna, treatments and facials. ",Playa del Carmen ,https://maps.app.goo.gl/3VyxWGPcxTdNfyHz5?g_st=com.google.maps.preview.copy,"20.61259849307079, -87.08566292883552",20% discount on massages,https://drive.google.com/file/d/1-y65274IQJGHzjiP4XM0cZNlSL5BXxDy/view?usp=drivesdk,https://www.facebook.com/share/1UiyhQtKeX/?mibextid=wwXIfr,https://www.instagram.com/ome.spa?igsh=Nml2NzNneHFwM2w1,Service ,Spa ,,Service ,,,,NO
430,,OKOM ,Natasha,Ailén Rosa,Ventas@thetravelshop.mx,984 202 3483,984 202 3483,"Primera Avenida Nte. & Calle 28 Nte, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",,"A variety of services for your wellness, relaxation and satisfaction.",Playa del Carmen ,https://maps.app.goo.gl/yMYuSf9MKhktEAmo6?g_st=com.google.maps.preview.copy,"20.632231697446276, -87.06756374232894",20% discount on massages,https://drive.google.com/file/d/1cBfI1Jq92XvwWL96NWYNUxxHlsKipzPy/view?usp=drivesdk,https://www.facebook.com/share/1AZaszeZrW/?mibextid=wwXIfr,https://www.instagram.com/okomspa?igsh=MWVycGlmZnFsMjV4dQ==,Service ,Spa ,,Service ,,,,NO
431,,Cantina capricho ,Natasha,Ailén Rosa,,984 202 3483,984 202 3483,"1 Avenida Norte & Calle 28 Norte, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",,"A Cantina/Bar/Mezcaleria concept in Playa del Carmen, with authentic mixology, tastings with selected Mexican distillates, and a festive atmosphere. Snacks and a menu with local and traditional Mexican dishes.",Playa del Carmen ,https://maps.app.goo.gl/rwMn4dknoF9oitKr5?g_st=com.google.maps.preview.copy,"20.632231697446276, -87.06756374232894",15% discount ,,https://www.facebook.com/share/15u7SqDrpP/?mibextid=wwXIfr,https://www.instagram.com/cantina_capricho?igsh=MXJndG5oaXE5ZXgzOA==,Restaurant ,Bar,,Restaurant ,,,,NO
432,,Boston Tulum ,Kevin ,Olarte ,Supervisorpiso2.bpp@gmail.com,9844394967,9932889673,"Chedraui, Av. Coba sur, entre Venus Oriente y Neptuno. Región 11 Manzana 16 Lote 9 A un costado de, 77",bostons.com.mx,"Sport bar, 100% familiar ",Tulum ,https://maps.app.goo.gl/rSz7TcPrJm2MnYn3A?g_st=com.google.maps.preview.copy,"20.212084647511315, -87.4523604288355",Promo of the day ,https://drive.google.com/file/d/1NGe_q5E_7eruuRvx0G7HU6ap526LoITD/view?usp=drivesdk,https://www.facebook.com/share/1B5H58ztuV/?mibextid=wwXIfr,https://www.instagram.com/bostonstulum?igsh=dmk0a2RleHhzNWpt,Restaurant ,Pizza and sport bar ,,Restaurant ,,,,NO
433,,Tú Tulum,Ayax ,,tu@tulum.com,9841843977,55 2314 6436,"Andromeda Ote manzana 04-lote 08, Tulum Centro, 77760 Tulum, Q.R.",tutulum.com,Mexican gastronomy and mixology,Tulum ,https://maps.app.goo.gl/fHpmfwYXxUVE9MdV7?g_st=com.google.maps.preview.copy,"20.211399993604722, -87.4601565846579",10% discount and mezcal shoot ,https://drive.google.com/file/d/1AkQUMUpq7lCVcNhEObuqYRIQjkLFqHHa/view?usp=drivesdk,,https://www.instagram.com/tu.tulum?igsh=eGRjOTloM3MwZHZ6,Restaurant ,Restaurant/bar,,Restaurant ,,,,NO
434,TRUE,Chile Tequila Cozumel,Rodrigo,Macedo,chiletequilaczm@gmail.com,8110334962,9871142551,Avenida Rafael E melgar entre A.R.S y  Calle 3 sur,https://chiletequila.mx/,Mexican Restaurant,Cozumel,https://maps.app.goo.gl/oEjex5DoMkGbuD4t7,"20.508306997248333, -86.95305377067997",10%,https://drive.google.com/file/d/15hs6WI3kd-S1gv7UXaVGsMhA6xap3RHt/view?usp=drive_link,https://www.facebook.com/profile.php?id=61564587725471&mibextid=LQQJ4d&rdid=IculhsbjASLIrr5L&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DhAFE1Qbj%2F%3Fmibextid%3DLQQJ4d#,https://www.instagram.com/chiletequila_czm?igsh=MzRqZ3JzNnpvMnQ2,Mexican Restaurant,Mexican,,Restaurants,No,1,FALSE,NO
435,TRUE,Chile Tequila Cozumel,Rodrigo,Macedo,chiletequilaczm@gmail.com,8110334962,9871142551,"Av. Rafael E. Melgar 1624, Centro, 77668 Cozumel, Q.R.",https://chiletequila.mx/,Mexican Restaurant,Cozumel,https://maps.app.goo.gl/oBJ72vR5xAn1xEZ28?g_st=com.google.maps.preview.copy,"20.508306997248333, -86.95305377067997",10%,https://drive.google.com/file/d/15hs6WI3kd-S1gv7UXaVGsMhA6xap3RHt/view?usp=drive_link,https://www.facebook.com/profile.php?id=61564587725471&mibextid=LQQJ4d&rdid=IculhsbjASLIrr5L&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DhAFE1Qbj%2F%3Fmibextid%3DLQQJ4d#,https://www.instagram.com/chiletequila_czm?igsh=MzRqZ3JzNnpvMnQ2,Mexican Restaurant,Mexican,,Restaurants,No,1,FALSE,NO
436,,Casa Mar Cozumel spa ,Samuel ,Griger ,Casamarcozumel@gmail.com,972 53-884-4118,972 53-884-4118,"5a Avenida Sur 128-121, Centro, 77668 Cozumel, Q.R.",,Spa/ Anti aging red light treatment,Cozumel ,https://maps.app.goo.gl/kJGZ6Cua9gNSmTAQ6?g_st=com.google.maps.preview.copy,,Facial and antiage treatment $500 pesos (normal price $2000),https://drive.google.com/file/d/1S21NgcpjKfSkFGkBcbEnJmqwNY9kmJWY/view?usp=drivesdk,,https://www.instagram.com/casamarcozumel?igsh=dHk1ZmJ1Z3VndDNs,Service ,Spa,Self care/ Facial and antiage treatments ,Service ,Yes ,,,NO
437,,Dick's Dive Cozumel ,Estefany ,Vázquez ,dicksdiveadm@gmail.com,9878724279,9878724279,"5a Av. Nte. 41, Centro, 77668 Cozumel, Q.R.",http://dicksdive.com/,Sport bar/ live music every night ,Cozumel ,https://maps.app.goo.gl/wYSrA6uPcBKz1AuN7?g_st=com.google.maps.preview.copy,,15% discount paying in cash ,https://drive.google.com/file/d/1hCxFHwN-z6JH0tnWkbwnVqkG5Hvgh4mB/view?usp=drivesdk,https://www.facebook.com/share/1BqxCQu25F/?mibextid=wwXIfr,https://www.instagram.com/dicksdivecozumel?igsh=Z25qNTNneDNqeThm,Restaurante ,Sport bar/live music ,,Restaurant ,Yes,,,NO
438,,La bendecida ,Tete ,López ,labendecidacontact@gmail.com,998 389 1701,9983903022,"Av. Javier Rojo Gomez esq. Isla Mujeres, Puerto Morelos, Quintana Roo",,Unique and hand made clothes ,Puerto morelos ,https://maps.app.goo.gl/Z45agDMKFJBmTShp6?g_st=com.google.maps.preview.copy,,"15% discount in cash, 10% with card",https://drive.google.com/file/d/1Pv1u21E_ro9smA5BYKPKhfWLJyUU1FsQ/view?usp=drivesdk,,https://www.instagram.com/labendecidaboutique?igsh=NjJhZ2VscjM5Mzcy,Store ,Hand made clothes ,,Store ,,,,NO
